freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
400.0 MHz,20.69,73.883,0.25,3.0,3.7,0.2,0.25,0.997,168.125
400.0 MHz,18.543,83.828,0.25,3.0,3.7,0.25,0.2,0.998,169.35
400.0 MHz,21.27,73.765,0.25,3.0,3.8,0.2,0.25,0.997,167.795
400.0 MHz,19.084,83.479,0.25,3.0,3.8,0.25,0.2,0.998,169.041
400.0 MHz,21.855,73.537,0.25,3.0,3.9,0.2,0.25,0.997,167.462
400.0 MHz,22.426,73.325,0.25,3.0,4.0,0.2,0.25,0.997,167.137
400.0 MHz,23.006,73.226,0.25,3.0,4.1,0.2,0.25,0.997,166.807
400.0 MHz,23.584,73.084,0.25,3.0,4.2,0.2,0.25,0.997,166.479
400.0 MHz,24.165,72.98,0.25,3.0,4.3,0.2,0.25,0.997,166.149
400.0 MHz,24.744,72.883,0.25,3.0,4.4,0.2,0.25,0.997,165.82
400.0 MHz,25.325,72.796,0.25,3.0,4.5,0.2,0.25,0.997,165.491
400.0 MHz,25.903,72.716,0.25,3.0,4.6,0.2,0.25,0.996,165.163
400.0 MHz,26.485,72.574,0.25,3.0,4.7,0.2,0.25,0.996,164.834
400.0 MHz,27.096,73.421,0.25,3.0,4.8,0.2,0.25,0.996,164.488
400.0 MHz,27.668,73.252,0.25,3.0,4.9,0.2,0.3,0.996,164.165
400.0 MHz,24.968,83.004,0.25,3.0,4.9,0.25,0.3,0.997,165.693
400.0 MHz,28.249,73.18,0.25,3.0,5.0,0.2,0.3,0.996,163.837
400.0 MHz,25.505,82.881,0.25,3.0,5.0,0.25,0.3,0.997,165.389
400.0 MHz,14.375,53.524,0.25,3.1,2.0,0.1,0.1,,
400.0 MHz,10.882,75.137,0.25,3.1,2.0,0.2,0.2,0.999,173.738
400.0 MHz,11.454,74.412,0.25,3.1,2.1,0.2,0.2,0.998,173.41
400.0 MHz,13.157,73.089,0.25,3.1,2.4,0.2,0.2,0.998,172.433
400.0 MHz,13.729,72.657,0.25,3.1,2.5,0.2,0.25,0.998,172.105
400.0 MHz,12.176,82.779,0.25,3.1,2.5,0.25,0.2,0.999,172.995
400.0 MHz,14.325,74.824,0.25,3.1,2.6,0.2,0.25,0.998,171.763
400.0 MHz,12.688,86.693,0.25,3.1,2.6,0.25,0.2,0.999,172.701
400.0 MHz,14.904,74.522,0.25,3.1,2.7,0.2,0.25,0.998,171.431
400.0 MHz,13.223,85.03,0.25,3.1,2.7,0.25,0.2,0.998,172.395
400.0 MHz,15.478,74.276,0.25,3.1,2.8,0.2,0.25,0.998,171.103
400.0 MHz,13.751,84.769,0.25,3.1,2.8,0.25,0.2,0.998,172.092
400.0 MHz,16.052,74.104,0.25,3.1,2.9,0.2,0.25,0.998,170.774
400.0 MHz,14.296,83.97,0.25,3.1,2.9,0.25,0.2,0.998,171.78
400.0 MHz,16.633,73.74,0.25,3.1,3.0,0.2,0.25,0.998,170.441
400.0 MHz,14.826,83.738,0.25,3.1,3.0,0.25,0.2,0.998,171.476
400.0 MHz,17.204,73.465,0.25,3.1,3.1,0.2,0.25,0.998,170.115
400.0 MHz,15.362,83.341,0.25,3.1,3.1,0.25,0.2,0.998,171.169
400.0 MHz,17.779,73.252,0.25,3.1,3.2,0.2,0.25,0.998,169.786
400.0 MHz,15.89,83.189,0.25,3.1,3.2,0.25,0.2,0.998,170.867
400.0 MHz,18.357,73.077,0.25,3.1,3.3,0.2,0.25,0.997,169.456
400.0 MHz,16.42,83.051,0.25,3.1,3.3,0.25,0.2,0.998,170.563
400.0 MHz,18.934,72.921,0.25,3.1,3.4,0.2,0.25,0.997,169.127
400.0 MHz,16.95,82.917,0.25,3.1,3.4,0.25,0.2,0.998,170.26
400.0 MHz,19.509,72.775,0.25,3.1,3.5,0.2,0.25,0.997,168.799
400.0 MHz,17.478,82.605,0.25,3.1,3.5,0.25,0.2,0.998,169.958
400.0 MHz,20.088,72.569,0.25,3.1,3.6,0.2,0.25,0.997,168.469
400.0 MHz,18.009,82.426,0.25,3.1,3.6,0.25,0.2,0.998,169.655
400.0 MHz,20.69,73.883,0.25,3.1,3.7,0.2,0.25,0.997,168.125
400.0 MHz,18.543,83.828,0.25,3.1,3.7,0.25,0.2,0.998,169.35
400.0 MHz,21.27,73.765,0.25,3.1,3.8,0.2,0.25,0.997,167.795
400.0 MHz,21.855,73.537,0.25,3.1,3.9,0.2,0.25,0.997,167.462
400.0 MHz,22.426,73.325,0.25,3.1,4.0,0.2,0.25,0.997,167.137
400.0 MHz,23.006,73.226,0.25,3.1,4.1,0.2,0.25,0.997,166.807
400.0 MHz,23.584,73.084,0.25,3.1,4.2,0.2,0.25,0.997,166.479
400.0 MHz,24.165,72.98,0.25,3.1,4.3,0.2,0.25,0.997,166.149
400.0 MHz,24.744,72.883,0.25,3.1,4.4,0.2,0.25,0.997,165.82
400.0 MHz,25.325,72.796,0.25,3.1,4.5,0.2,0.25,0.997,165.491
400.0 MHz,25.903,72.716,0.25,3.1,4.6,0.2,0.25,0.996,165.163
400.0 MHz,26.485,72.574,0.25,3.1,4.7,0.2,0.25,0.996,164.834
400.0 MHz,27.096,73.421,0.25,3.1,4.8,0.2,0.25,0.996,164.488
400.0 MHz,27.668,73.252,0.25,3.1,4.9,0.2,0.3,0.996,164.165
400.0 MHz,24.968,83.004,0.25,3.1,4.9,0.25,0.3,0.997,165.693
400.0 MHz,28.249,73.18,0.25,3.1,5.0,0.2,0.3,0.996,163.837
400.0 MHz,25.505,82.881,0.25,3.1,5.0,0.25,0.3,0.997,165.389
400.0 MHz,14.375,53.524,0.25,3.2,2.0,0.1,0.1,,
400.0 MHz,10.882,75.137,0.25,3.2,2.0,0.2,0.2,0.999,173.738
400.0 MHz,11.454,74.412,0.25,3.2,2.1,0.2,0.2,0.998,173.41
400.0 MHz,13.157,73.089,0.25,3.2,2.4,0.2,0.2,0.998,172.433
400.0 MHz,13.729,72.657,0.25,3.2,2.5,0.2,0.25,0.998,172.105
400.0 MHz,12.176,82.779,0.25,3.2,2.5,0.25,0.2,0.999,172.995
400.0 MHz,14.325,74.824,0.25,3.2,2.6,0.2,0.25,0.998,171.763
400.0 MHz,12.688,86.693,0.25,3.2,2.6,0.25,0.2,0.999,172.701
400.0 MHz,14.904,74.522,0.25,3.2,2.7,0.2,0.25,0.998,171.431
400.0 MHz,13.223,85.03,0.25,3.2,2.7,0.25,0.2,0.998,172.395
400.0 MHz,15.478,74.276,0.25,3.2,2.8,0.2,0.25,0.998,171.103
400.0 MHz,13.751,84.769,0.25,3.2,2.8,0.25,0.2,0.998,172.092
400.0 MHz,16.052,74.104,0.25,3.2,2.9,0.2,0.25,0.998,170.774
400.0 MHz,14.296,83.97,0.25,3.2,2.9,0.25,0.2,0.998,171.78
400.0 MHz,16.633,73.74,0.25,3.2,3.0,0.2,0.25,0.998,170.441
400.0 MHz,14.826,83.738,0.25,3.2,3.0,0.25,0.2,0.998,171.476
400.0 MHz,17.204,73.465,0.25,3.2,3.1,0.2,0.25,0.998,170.115
400.0 MHz,15.362,83.341,0.25,3.2,3.1,0.25,0.2,0.998,171.169
400.0 MHz,17.779,73.252,0.25,3.2,3.2,0.2,0.25,0.998,169.786
400.0 MHz,15.89,83.189,0.25,3.2,3.2,0.25,0.2,0.998,170.867
400.0 MHz,18.357,73.077,0.25,3.2,3.3,0.2,0.25,0.997,169.456
400.0 MHz,16.42,83.051,0.25,3.2,3.3,0.25,0.2,0.998,170.563
400.0 MHz,18.934,72.921,0.25,3.2,3.4,0.2,0.25,0.997,169.127
400.0 MHz,16.95,82.917,0.25,3.2,3.4,0.25,0.2,0.998,170.26
400.0 MHz,19.509,72.775,0.25,3.2,3.5,0.2,0.25,0.997,168.799
400.0 MHz,17.478,82.605,0.25,3.2,3.5,0.25,0.2,0.998,169.958
400.0 MHz,20.088,72.569,0.25,3.2,3.6,0.2,0.25,0.997,168.469
400.0 MHz,18.009,82.426,0.25,3.2,3.6,0.25,0.2,0.998,169.655
400.0 MHz,20.69,73.883,0.25,3.2,3.7,0.2,0.25,0.997,168.125
400.0 MHz,18.543,83.828,0.25,3.2,3.7,0.25,0.2,0.998,169.35
400.0 MHz,21.27,73.765,0.25,3.2,3.8,0.2,0.25,0.997,167.795
400.0 MHz,21.855,73.537,0.25,3.2,3.9,0.2,0.25,0.997,167.462
400.0 MHz,22.426,73.325,0.25,3.2,4.0,0.2,0.25,0.997,167.137
400.0 MHz,23.006,73.226,0.25,3.2,4.1,0.2,0.25,0.997,166.807
400.0 MHz,23.584,73.084,0.25,3.2,4.2,0.2,0.25,0.997,166.479
400.0 MHz,24.165,72.98,0.25,3.2,4.3,0.2,0.25,0.997,166.149
400.0 MHz,24.744,72.883,0.25,3.2,4.4,0.2,0.25,0.997,165.82
400.0 MHz,25.325,72.796,0.25,3.2,4.5,0.2,0.25,0.997,165.491
400.0 MHz,25.903,72.716,0.25,3.2,4.6,0.2,0.25,0.996,165.163
400.0 MHz,26.485,72.574,0.25,3.2,4.7,0.2,0.25,0.996,164.834
400.0 MHz,27.096,73.421,0.25,3.2,4.8,0.2,0.25,0.996,164.488
400.0 MHz,27.668,73.252,0.25,3.2,4.9,0.2,0.3,0.996,164.165
400.0 MHz,24.968,83.004,0.25,3.2,4.9,0.25,0.3,0.997,165.693
400.0 MHz,28.249,73.18,0.25,3.2,5.0,0.2,0.3,0.996,163.837
400.0 MHz,25.505,82.881,0.25,3.2,5.0,0.25,0.3,0.997,165.389
400.0 MHz,14.375,53.524,0.25,3.3,2.0,0.1,0.1,,
400.0 MHz,10.882,75.137,0.25,3.3,2.0,0.2,0.2,0.999,173.738
400.0 MHz,11.454,74.412,0.25,3.3,2.1,0.2,0.2,0.998,173.41
400.0 MHz,13.157,73.089,0.25,3.3,2.4,0.2,0.2,0.998,172.433
400.0 MHz,13.729,72.657,0.25,3.3,2.5,0.2,0.25,0.998,172.105
400.0 MHz,12.176,82.779,0.25,3.3,2.5,0.25,0.2,0.999,172.995
400.0 MHz,14.325,74.824,0.25,3.3,2.6,0.2,0.25,0.998,171.763
400.0 MHz,12.688,86.693,0.25,3.3,2.6,0.25,0.2,0.999,172.701
400.0 MHz,14.904,74.522,0.25,3.3,2.7,0.2,0.25,0.998,171.431
400.0 MHz,13.223,85.03,0.25,3.3,2.7,0.25,0.2,0.998,172.395
400.0 MHz,15.478,74.276,0.25,3.3,2.8,0.2,0.25,0.998,171.103
400.0 MHz,13.751,84.769,0.25,3.3,2.8,0.25,0.2,0.998,172.092
400.0 MHz,16.052,74.104,0.25,3.3,2.9,0.2,0.25,0.998,170.774
400.0 MHz,14.296,83.97,0.25,3.3,2.9,0.25,0.2,0.998,171.78
400.0 MHz,16.633,73.74,0.25,3.3,3.0,0.2,0.25,0.998,170.441
400.0 MHz,14.826,83.738,0.25,3.3,3.0,0.25,0.2,0.998,171.476
400.0 MHz,17.204,73.465,0.25,3.3,3.1,0.2,0.25,0.998,170.115
400.0 MHz,15.362,83.341,0.25,3.3,3.1,0.25,0.2,0.998,171.169
400.0 MHz,17.779,73.252,0.25,3.3,3.2,0.2,0.25,0.998,169.786
400.0 MHz,15.89,83.189,0.25,3.3,3.2,0.25,0.2,0.998,170.867
400.0 MHz,18.357,73.077,0.25,3.3,3.3,0.2,0.25,0.997,169.456
400.0 MHz,16.42,83.051,0.25,3.3,3.3,0.25,0.2,0.998,170.563
400.0 MHz,18.934,72.921,0.25,3.3,3.4,0.2,0.25,0.997,169.127
400.0 MHz,16.95,82.917,0.25,3.3,3.4,0.25,0.2,0.998,170.26
400.0 MHz,19.509,72.775,0.25,3.3,3.5,0.2,0.25,0.997,168.799
400.0 MHz,17.478,82.605,0.25,3.3,3.5,0.25,0.2,0.998,169.958
400.0 MHz,20.088,72.569,0.25,3.3,3.6,0.2,0.25,0.997,168.469
400.0 MHz,18.009,82.426,0.25,3.3,3.6,0.25,0.2,0.998,169.655
400.0 MHz,20.69,73.883,0.25,3.3,3.7,0.2,0.25,0.997,168.125
400.0 MHz,18.543,83.828,0.25,3.3,3.7,0.25,0.2,0.998,169.35
400.0 MHz,21.27,73.765,0.25,3.3,3.8,0.2,0.25,0.997,167.795
400.0 MHz,21.855,73.537,0.25,3.3,3.9,0.2,0.25,0.997,167.462
400.0 MHz,22.426,73.325,0.25,3.3,4.0,0.2,0.25,0.997,167.137
400.0 MHz,23.006,73.226,0.25,3.3,4.1,0.2,0.25,0.997,166.807
400.0 MHz,23.584,73.084,0.25,3.3,4.2,0.2,0.25,0.997,166.479
400.0 MHz,24.165,72.98,0.25,3.3,4.3,0.2,0.25,0.997,166.149
400.0 MHz,24.744,72.883,0.25,3.3,4.4,0.2,0.25,0.997,165.82
400.0 MHz,25.325,72.796,0.25,3.3,4.5,0.2,0.25,0.997,165.491
400.0 MHz,25.903,72.716,0.25,3.3,4.6,0.2,0.25,0.996,165.163
400.0 MHz,26.485,72.574,0.25,3.3,4.7,0.2,0.25,0.996,164.834
400.0 MHz,27.096,73.421,0.25,3.3,4.8,0.2,0.25,0.996,164.488
400.0 MHz,27.668,73.252,0.25,3.3,4.9,0.2,0.3,0.996,164.165
400.0 MHz,24.968,83.004,0.25,3.3,4.9,0.25,0.3,0.997,165.693
400.0 MHz,28.249,73.18,0.25,3.3,5.0,0.2,0.3,0.996,163.837
400.0 MHz,25.505,82.881,0.25,3.3,5.0,0.25,0.3,0.997,165.389
400.0 MHz,14.375,53.524,0.25,3.4,2.0,0.1,0.1,,
400.0 MHz,10.882,75.137,0.25,3.4,2.0,0.2,0.2,0.999,173.738
400.0 MHz,11.454,74.412,0.25,3.4,2.1,0.2,0.2,0.998,173.41
400.0 MHz,12.018,73.809,0.25,3.4,2.2,0.2,0.2,0.998,173.086
400.0 MHz,13.157,73.089,0.25,3.4,2.4,0.2,0.2,0.998,172.433
400.0 MHz,13.729,72.657,0.25,3.4,2.5,0.2,0.25,0.998,172.105
400.0 MHz,12.176,82.779,0.25,3.4,2.5,0.25,0.2,0.999,172.995
400.0 MHz,14.325,74.824,0.25,3.4,2.6,0.2,0.25,0.998,171.763
400.0 MHz,12.688,86.693,0.25,3.4,2.6,0.25,0.2,0.999,172.701
400.0 MHz,14.904,74.522,0.25,3.4,2.7,0.2,0.25,0.998,171.431
400.0 MHz,13.223,85.03,0.25,3.4,2.7,0.25,0.2,0.998,172.395
400.0 MHz,15.478,74.276,0.25,3.4,2.8,0.2,0.25,0.998,171.103
400.0 MHz,13.751,84.769,0.25,3.4,2.8,0.25,0.2,0.998,172.092
400.0 MHz,16.052,74.104,0.25,3.4,2.9,0.2,0.25,0.998,170.774
400.0 MHz,14.296,83.97,0.25,3.4,2.9,0.25,0.2,0.998,171.78
400.0 MHz,16.633,73.74,0.25,3.4,3.0,0.2,0.25,0.998,170.441
400.0 MHz,14.826,83.738,0.25,3.4,3.0,0.25,0.2,0.998,171.476
400.0 MHz,17.204,73.465,0.25,3.4,3.1,0.2,0.25,0.998,170.115
400.0 MHz,15.362,83.341,0.25,3.4,3.1,0.25,0.2,0.998,171.169
400.0 MHz,17.779,73.252,0.25,3.4,3.2,0.2,0.25,0.998,169.786
400.0 MHz,15.89,83.189,0.25,3.4,3.2,0.25,0.2,0.998,170.867
400.0 MHz,18.357,73.077,0.25,3.4,3.3,0.2,0.25,0.997,169.456
400.0 MHz,16.42,83.051,0.25,3.4,3.3,0.25,0.2,0.998,170.563
400.0 MHz,18.934,72.921,0.25,3.4,3.4,0.2,0.25,0.997,169.127
400.0 MHz,16.95,82.917,0.25,3.4,3.4,0.25,0.2,0.998,170.26
400.0 MHz,19.509,72.775,0.25,3.4,3.5,0.2,0.25,0.997,168.799
400.0 MHz,17.478,82.605,0.25,3.4,3.5,0.25,0.2,0.998,169.958
400.0 MHz,20.088,72.569,0.25,3.4,3.6,0.2,0.25,0.997,168.469
400.0 MHz,18.009,82.426,0.25,3.4,3.6,0.25,0.2,0.998,169.655
400.0 MHz,20.69,73.883,0.25,3.4,3.7,0.2,0.25,0.997,168.125
400.0 MHz,18.543,83.828,0.25,3.4,3.7,0.25,0.2,0.998,169.35
400.0 MHz,21.27,73.765,0.25,3.4,3.8,0.2,0.25,0.997,167.795
400.0 MHz,21.855,73.537,0.25,3.4,3.9,0.2,0.25,0.997,167.462
400.0 MHz,22.426,73.325,0.25,3.4,4.0,0.2,0.25,0.997,167.137
400.0 MHz,23.006,73.226,0.25,3.4,4.1,0.2,0.25,0.997,166.807
400.0 MHz,23.584,73.084,0.25,3.4,4.2,0.2,0.25,0.997,166.479
400.0 MHz,24.165,72.98,0.25,3.4,4.3,0.2,0.25,0.997,166.149
400.0 MHz,24.744,72.883,0.25,3.4,4.4,0.2,0.25,0.997,165.82
400.0 MHz,25.325,72.796,0.25,3.4,4.5,0.2,0.25,0.997,165.491
400.0 MHz,25.903,72.716,0.25,3.4,4.6,0.2,0.25,0.996,165.163
400.0 MHz,26.485,72.574,0.25,3.4,4.7,0.2,0.25,0.996,164.834
400.0 MHz,27.096,73.421,0.25,3.4,4.8,0.2,0.25,0.996,164.488
400.0 MHz,27.668,73.252,0.25,3.4,4.9,0.2,0.3,0.996,164.165
400.0 MHz,24.968,83.004,0.25,3.4,4.9,0.25,0.3,0.997,165.693
400.0 MHz,28.249,73.18,0.25,3.4,5.0,0.2,0.3,0.996,163.837
400.0 MHz,25.505,82.881,0.25,3.4,5.0,0.25,0.3,0.997,165.389
400.0 MHz,14.375,53.524,0.25,3.5,2.0,0.1,0.1,,
400.0 MHz,10.882,75.137,0.25,3.5,2.0,0.2,0.2,0.999,173.738
400.0 MHz,11.454,74.412,0.25,3.5,2.1,0.2,0.2,0.998,173.41
400.0 MHz,13.157,73.089,0.25,3.5,2.4,0.2,0.2,0.998,172.433
400.0 MHz,13.729,72.657,0.25,3.5,2.5,0.2,0.25,0.998,172.105
400.0 MHz,12.176,82.779,0.25,3.5,2.5,0.25,0.2,0.999,172.995
400.0 MHz,14.325,74.824,0.25,3.5,2.6,0.2,0.25,0.998,171.763
400.0 MHz,12.688,86.693,0.25,3.5,2.6,0.25,0.2,0.999,172.701
400.0 MHz,14.904,74.522,0.25,3.5,2.7,0.2,0.25,0.998,171.431
400.0 MHz,13.223,85.03,0.25,3.5,2.7,0.25,0.2,0.998,172.395
400.0 MHz,15.478,74.276,0.25,3.5,2.8,0.2,0.25,0.998,171.103
400.0 MHz,13.751,84.769,0.25,3.5,2.8,0.25,0.2,0.998,172.092
400.0 MHz,16.052,74.104,0.25,3.5,2.9,0.2,0.25,0.998,170.774
400.0 MHz,14.296,83.97,0.25,3.5,2.9,0.25,0.2,0.998,171.78
400.0 MHz,16.633,73.74,0.25,3.5,3.0,0.2,0.25,0.998,170.441
400.0 MHz,14.826,83.738,0.25,3.5,3.0,0.25,0.2,0.998,171.476
400.0 MHz,17.204,73.465,0.25,3.5,3.1,0.2,0.25,0.998,170.115
400.0 MHz,15.362,83.341,0.25,3.5,3.1,0.25,0.2,0.998,171.169
400.0 MHz,17.779,73.252,0.25,3.5,3.2,0.2,0.25,0.998,169.786
400.0 MHz,15.89,83.189,0.25,3.5,3.2,0.25,0.2,0.998,170.867
400.0 MHz,18.357,73.077,0.25,3.5,3.3,0.2,0.25,0.997,169.456
400.0 MHz,16.42,83.051,0.25,3.5,3.3,0.25,0.2,0.998,170.563
400.0 MHz,18.934,72.921,0.25,3.5,3.4,0.2,0.25,0.997,169.127
400.0 MHz,16.95,82.917,0.25,3.5,3.4,0.25,0.2,0.998,170.26
400.0 MHz,19.509,72.775,0.25,3.5,3.5,0.2,0.25,0.997,168.799
400.0 MHz,17.478,82.605,0.25,3.5,3.5,0.25,0.2,0.998,169.958
400.0 MHz,20.088,72.569,0.25,3.5,3.6,0.2,0.25,0.997,168.469
400.0 MHz,18.009,82.426,0.25,3.5,3.6,0.25,0.2,0.998,169.655
400.0 MHz,20.69,73.883,0.25,3.5,3.7,0.2,0.25,0.997,168.125
400.0 MHz,18.543,83.828,0.25,3.5,3.7,0.25,0.2,0.998,169.35
400.0 MHz,21.27,73.765,0.25,3.5,3.8,0.2,0.25,0.997,167.795
400.0 MHz,21.855,73.537,0.25,3.5,3.9,0.2,0.25,0.997,167.462
400.0 MHz,22.426,73.325,0.25,3.5,4.0,0.2,0.25,0.997,167.137
400.0 MHz,23.006,73.226,0.25,3.5,4.1,0.2,0.25,0.997,166.807
400.0 MHz,23.584,73.084,0.25,3.5,4.2,0.2,0.25,0.997,166.479
400.0 MHz,24.165,72.98,0.25,3.5,4.3,0.2,0.25,0.997,166.149
400.0 MHz,24.744,72.883,0.25,3.5,4.4,0.2,0.25,0.997,165.82
400.0 MHz,25.325,72.796,0.25,3.5,4.5,0.2,0.25,0.997,165.491
400.0 MHz,25.903,72.716,0.25,3.5,4.6,0.2,0.25,0.996,165.163
400.0 MHz,26.485,72.574,0.25,3.5,4.7,0.2,0.25,0.996,164.834
400.0 MHz,27.096,73.421,0.25,3.5,4.8,0.2,0.25,0.996,164.488
400.0 MHz,27.668,73.252,0.25,3.5,4.9,0.2,0.3,0.996,164.165
400.0 MHz,24.968,83.004,0.25,3.5,4.9,0.25,0.3,0.997,165.693
400.0 MHz,28.249,73.18,0.25,3.5,5.0,0.2,0.3,0.996,163.837
400.0 MHz,25.505,82.881,0.25,3.5,5.0,0.25,0.3,0.997,165.389
400.0 MHz,14.375,53.524,0.25,3.6,2.0,0.1,0.1,,
400.0 MHz,10.882,75.137,0.25,3.6,2.0,0.2,0.2,0.999,173.738
400.0 MHz,11.454,74.412,0.25,3.6,2.1,0.2,0.2,0.998,173.41
400.0 MHz,13.157,73.089,0.25,3.6,2.4,0.2,0.2,0.998,172.433
400.0 MHz,13.729,72.657,0.25,3.6,2.5,0.2,0.25,0.998,172.105
400.0 MHz,12.176,82.779,0.25,3.6,2.5,0.25,0.2,0.999,172.995
400.0 MHz,14.325,74.824,0.25,3.6,2.6,0.2,0.25,0.998,171.763
400.0 MHz,12.688,86.693,0.25,3.6,2.6,0.25,0.2,0.999,172.701
400.0 MHz,14.904,74.522,0.25,3.6,2.7,0.2,0.25,0.998,171.431
400.0 MHz,13.223,85.03,0.25,3.6,2.7,0.25,0.2,0.998,172.395
400.0 MHz,15.478,74.276,0.25,3.6,2.8,0.2,0.25,0.998,171.103
400.0 MHz,13.751,84.769,0.25,3.6,2.8,0.25,0.2,0.998,172.092
400.0 MHz,16.052,74.104,0.25,3.6,2.9,0.2,0.25,0.998,170.774
400.0 MHz,14.296,83.97,0.25,3.6,2.9,0.25,0.2,0.998,171.78
400.0 MHz,16.633,73.74,0.25,3.6,3.0,0.2,0.25,0.998,170.441
400.0 MHz,14.826,83.738,0.25,3.6,3.0,0.25,0.2,0.998,171.476
400.0 MHz,17.204,73.465,0.25,3.6,3.1,0.2,0.25,0.998,170.115
400.0 MHz,15.362,83.341,0.25,3.6,3.1,0.25,0.2,0.998,171.169
400.0 MHz,17.779,73.252,0.25,3.6,3.2,0.2,0.25,0.998,169.786
400.0 MHz,15.89,83.189,0.25,3.6,3.2,0.25,0.2,0.998,170.867
400.0 MHz,18.357,73.077,0.25,3.6,3.3,0.2,0.25,0.997,169.456
400.0 MHz,16.42,83.051,0.25,3.6,3.3,0.25,0.2,0.998,170.563
400.0 MHz,18.934,72.921,0.25,3.6,3.4,0.2,0.25,0.997,169.127
400.0 MHz,16.95,82.917,0.25,3.6,3.4,0.25,0.2,0.998,170.26
400.0 MHz,19.509,72.775,0.25,3.6,3.5,0.2,0.25,0.997,168.799
400.0 MHz,17.478,82.605,0.25,3.6,3.5,0.25,0.2,0.998,169.958
400.0 MHz,20.088,72.569,0.25,3.6,3.6,0.2,0.25,0.997,168.469
400.0 MHz,18.009,82.426,0.25,3.6,3.6,0.25,0.2,0.998,169.655
400.0 MHz,20.69,73.883,0.25,3.6,3.7,0.2,0.25,0.997,168.125
400.0 MHz,18.543,83.828,0.25,3.6,3.7,0.25,0.2,0.998,169.35
400.0 MHz,21.27,73.765,0.25,3.6,3.8,0.2,0.25,0.997,167.795
400.0 MHz,21.855,73.537,0.25,3.6,3.9,0.2,0.25,0.997,167.462
400.0 MHz,22.426,73.325,0.25,3.6,4.0,0.2,0.25,0.997,167.137
400.0 MHz,23.006,73.226,0.25,3.6,4.1,0.2,0.25,0.997,166.807
400.0 MHz,23.584,73.084,0.25,3.6,4.2,0.2,0.25,0.997,166.479
400.0 MHz,24.165,72.98,0.25,3.6,4.3,0.2,0.25,0.997,166.149
400.0 MHz,24.744,72.883,0.25,3.6,4.4,0.2,0.25,0.997,165.82
400.0 MHz,25.325,72.796,0.25,3.6,4.5,0.2,0.25,0.997,165.491
400.0 MHz,25.903,72.716,0.25,3.6,4.6,0.2,0.25,0.996,165.163
400.0 MHz,26.485,72.574,0.25,3.6,4.7,0.2,0.25,0.996,164.834
400.0 MHz,27.096,73.421,0.25,3.6,4.8,0.2,0.25,0.996,164.488
400.0 MHz,27.668,73.252,0.25,3.6,4.9,0.2,0.3,0.996,164.165
400.0 MHz,24.968,83.004,0.25,3.6,4.9,0.25,0.3,0.997,165.693
400.0 MHz,28.249,73.18,0.25,3.6,5.0,0.2,0.3,0.996,163.837
400.0 MHz,25.505,82.881,0.25,3.6,5.0,0.25,0.3,0.997,165.389
400.0 MHz,14.375,53.524,0.25,3.7,2.0,0.1,0.1,,
400.0 MHz,10.882,75.137,0.25,3.7,2.0,0.2,0.2,0.999,173.738
400.0 MHz,11.454,74.412,0.25,3.7,2.1,0.2,0.2,0.998,173.41
400.0 MHz,13.157,73.089,0.25,3.7,2.4,0.2,0.2,0.998,172.433
400.0 MHz,13.729,72.657,0.25,3.7,2.5,0.2,0.25,0.998,172.105
400.0 MHz,12.176,82.779,0.25,3.7,2.5,0.25,0.2,0.999,172.995
400.0 MHz,14.325,74.824,0.25,3.7,2.6,0.2,0.25,0.998,171.763
400.0 MHz,12.688,86.693,0.25,3.7,2.6,0.25,0.2,0.999,172.701
400.0 MHz,14.904,74.522,0.25,3.7,2.7,0.2,0.25,0.998,171.431
400.0 MHz,13.223,85.03,0.25,3.7,2.7,0.25,0.2,0.998,172.395
400.0 MHz,15.478,74.276,0.25,3.7,2.8,0.2,0.25,0.998,171.103
400.0 MHz,13.751,84.769,0.25,3.7,2.8,0.25,0.2,0.998,172.092
400.0 MHz,16.052,74.104,0.25,3.7,2.9,0.2,0.25,0.998,170.774
400.0 MHz,14.296,83.97,0.25,3.7,2.9,0.25,0.2,0.998,171.78
400.0 MHz,16.633,73.74,0.25,3.7,3.0,0.2,0.25,0.998,170.441
400.0 MHz,14.826,83.738,0.25,3.7,3.0,0.25,0.2,0.998,171.476
400.0 MHz,17.204,73.465,0.25,3.7,3.1,0.2,0.25,0.998,170.115
400.0 MHz,15.362,83.341,0.25,3.7,3.1,0.25,0.2,0.998,171.169
400.0 MHz,17.779,73.252,0.25,3.7,3.2,0.2,0.25,0.998,169.786
400.0 MHz,15.89,83.189,0.25,3.7,3.2,0.25,0.2,0.998,170.867
400.0 MHz,18.357,73.077,0.25,3.7,3.3,0.2,0.25,0.997,169.456
400.0 MHz,16.42,83.051,0.25,3.7,3.3,0.25,0.2,0.998,170.563
400.0 MHz,18.934,72.921,0.25,3.7,3.4,0.2,0.25,0.997,169.127
400.0 MHz,16.95,82.917,0.25,3.7,3.4,0.25,0.2,0.998,170.26
400.0 MHz,19.509,72.775,0.25,3.7,3.5,0.2,0.25,0.997,168.799
400.0 MHz,17.478,82.605,0.25,3.7,3.5,0.25,0.2,0.998,169.958
400.0 MHz,20.088,72.569,0.25,3.7,3.6,0.2,0.25,0.997,168.469
400.0 MHz,18.009,82.426,0.25,3.7,3.6,0.25,0.2,0.998,169.655
400.0 MHz,20.69,73.883,0.25,3.7,3.7,0.2,0.25,0.997,168.125
