freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
600.0 MHz,20.653,86.653,0.25,3.0,3.7,0.2,0.25,0.996,162.298
600.0 MHz,18.515,98.42,0.25,3.0,3.7,0.25,0.2,0.997,164.105
600.0 MHz,21.233,86.506,0.25,3.0,3.8,0.2,0.25,0.996,161.809
600.0 MHz,19.056,98.016,0.25,3.0,3.8,0.25,0.2,0.997,163.648
600.0 MHz,21.817,86.235,0.25,3.0,3.9,0.2,0.25,0.996,161.317
600.0 MHz,22.388,85.993,0.25,3.0,4.0,0.2,0.25,0.996,160.837
600.0 MHz,22.968,85.871,0.25,3.0,4.1,0.2,0.25,0.996,160.351
600.0 MHz,23.546,85.699,0.25,3.0,4.2,0.2,0.25,0.996,159.866
600.0 MHz,24.127,85.569,0.25,3.0,4.3,0.2,0.25,0.996,159.379
600.0 MHz,24.707,85.449,0.25,3.0,4.4,0.2,0.25,0.996,158.895
600.0 MHz,25.288,85.341,0.25,3.0,4.5,0.2,0.25,0.996,158.41
600.0 MHz,25.866,85.243,0.25,3.0,4.6,0.2,0.25,0.996,157.928
600.0 MHz,26.449,85.069,0.25,3.0,4.7,0.2,0.25,0.996,157.444
600.0 MHz,27.061,86.057,0.25,3.0,4.8,0.2,0.25,0.995,156.935
600.0 MHz,27.633,85.866,0.25,3.0,4.9,0.2,0.3,0.995,156.462
600.0 MHz,24.943,97.391,0.25,3.0,4.9,0.25,0.3,0.996,158.698
600.0 MHz,28.215,85.775,0.25,3.0,5.0,0.2,0.3,0.995,155.98
600.0 MHz,25.482,97.244,0.25,3.0,5.0,0.25,0.3,0.996,158.249
600.0 MHz,14.329,62.174,0.25,3.1,2.0,0.1,0.1,,
600.0 MHz,10.857,88.173,0.25,3.1,2.0,0.2,0.2,0.998,170.64
600.0 MHz,11.428,87.321,0.25,3.1,2.1,0.2,0.2,0.998,170.151
600.0 MHz,13.127,85.763,0.25,3.1,2.4,0.2,0.2,0.998,168.695
600.0 MHz,13.698,85.246,0.25,3.1,2.5,0.2,0.25,0.998,168.207
600.0 MHz,12.153,97.273,0.25,3.1,2.5,0.25,0.2,0.998,169.529
600.0 MHz,14.295,87.839,0.25,3.1,2.6,0.2,0.25,0.998,167.697
600.0 MHz,12.665,101.845,0.25,3.1,2.6,0.25,0.2,0.998,169.09
600.0 MHz,14.873,87.441,0.25,3.1,2.7,0.2,0.25,0.997,167.203
600.0 MHz,13.199,99.878,0.25,3.1,2.7,0.25,0.2,0.998,168.634
600.0 MHz,15.446,87.143,0.25,3.1,2.8,0.2,0.25,0.997,166.715
600.0 MHz,13.726,99.575,0.25,3.1,2.8,0.25,0.2,0.998,168.183
600.0 MHz,16.019,86.936,0.25,3.1,2.9,0.2,0.25,0.997,166.226
600.0 MHz,14.271,98.636,0.25,3.1,2.9,0.25,0.2,0.998,167.717
600.0 MHz,16.6,86.504,0.25,3.1,3.0,0.2,0.25,0.997,165.732
600.0 MHz,14.801,98.359,0.25,3.1,3.0,0.25,0.2,0.998,167.265
600.0 MHz,17.17,86.188,0.25,3.1,3.1,0.2,0.25,0.997,165.247
600.0 MHz,15.335,97.887,0.25,3.1,3.1,0.25,0.2,0.998,166.809
600.0 MHz,17.744,85.938,0.25,3.1,3.2,0.2,0.25,0.997,164.76
600.0 MHz,15.863,97.709,0.25,3.1,3.2,0.25,0.2,0.998,166.359
600.0 MHz,18.321,85.723,0.25,3.1,3.3,0.2,0.25,0.997,164.27
600.0 MHz,16.393,97.548,0.25,3.1,3.3,0.25,0.2,0.998,165.908
600.0 MHz,18.897,85.535,0.25,3.1,3.4,0.2,0.25,0.997,163.782
600.0 MHz,16.922,97.387,0.25,3.1,3.4,0.25,0.2,0.997,165.458
600.0 MHz,19.472,85.361,0.25,3.1,3.5,0.2,0.25,0.997,163.296
600.0 MHz,17.45,97.013,0.25,3.1,3.5,0.25,0.2,0.997,165.009
600.0 MHz,20.05,85.112,0.25,3.1,3.6,0.2,0.25,0.997,162.807
600.0 MHz,17.98,96.797,0.25,3.1,3.6,0.25,0.2,0.997,164.559
600.0 MHz,20.653,86.653,0.25,3.1,3.7,0.2,0.25,0.996,162.298
600.0 MHz,18.515,98.42,0.25,3.1,3.7,0.25,0.2,0.997,164.105
600.0 MHz,21.233,86.506,0.25,3.1,3.8,0.2,0.25,0.996,161.809
600.0 MHz,21.817,86.235,0.25,3.1,3.9,0.2,0.25,0.996,161.317
600.0 MHz,22.388,85.993,0.25,3.1,4.0,0.2,0.25,0.996,160.837
600.0 MHz,22.968,85.871,0.25,3.1,4.1,0.2,0.25,0.996,160.351
600.0 MHz,23.546,85.699,0.25,3.1,4.2,0.2,0.25,0.996,159.866
600.0 MHz,24.127,85.569,0.25,3.1,4.3,0.2,0.25,0.996,159.379
600.0 MHz,24.707,85.449,0.25,3.1,4.4,0.2,0.25,0.996,158.895
600.0 MHz,25.288,85.341,0.25,3.1,4.5,0.2,0.25,0.996,158.41
600.0 MHz,25.866,85.243,0.25,3.1,4.6,0.2,0.25,0.996,157.928
600.0 MHz,26.449,85.069,0.25,3.1,4.7,0.2,0.25,0.996,157.444
600.0 MHz,27.061,86.057,0.25,3.1,4.8,0.2,0.25,0.995,156.935
600.0 MHz,27.633,85.866,0.25,3.1,4.9,0.2,0.3,0.995,156.462
600.0 MHz,24.943,97.391,0.25,3.1,4.9,0.25,0.3,0.996,158.698
600.0 MHz,28.215,85.775,0.25,3.1,5.0,0.2,0.3,0.995,155.98
600.0 MHz,25.482,97.244,0.25,3.1,5.0,0.25,0.3,0.996,158.249
600.0 MHz,14.329,62.174,0.25,3.2,2.0,0.1,0.1,,
600.0 MHz,10.857,88.173,0.25,3.2,2.0,0.2,0.2,0.998,170.64
600.0 MHz,11.428,87.321,0.25,3.2,2.1,0.2,0.2,0.998,170.151
600.0 MHz,13.127,85.763,0.25,3.2,2.4,0.2,0.2,0.998,168.695
600.0 MHz,13.698,85.246,0.25,3.2,2.5,0.2,0.25,0.998,168.207
600.0 MHz,12.153,97.273,0.25,3.2,2.5,0.25,0.2,0.998,169.529
600.0 MHz,14.295,87.839,0.25,3.2,2.6,0.2,0.25,0.998,167.697
600.0 MHz,12.665,101.845,0.25,3.2,2.6,0.25,0.2,0.998,169.09
600.0 MHz,14.873,87.441,0.25,3.2,2.7,0.2,0.25,0.997,167.203
600.0 MHz,13.199,99.878,0.25,3.2,2.7,0.25,0.2,0.998,168.634
600.0 MHz,15.446,87.143,0.25,3.2,2.8,0.2,0.25,0.997,166.715
600.0 MHz,13.726,99.575,0.25,3.2,2.8,0.25,0.2,0.998,168.183
600.0 MHz,16.019,86.936,0.25,3.2,2.9,0.2,0.25,0.997,166.226
600.0 MHz,14.271,98.636,0.25,3.2,2.9,0.25,0.2,0.998,167.717
600.0 MHz,16.6,86.504,0.25,3.2,3.0,0.2,0.25,0.997,165.732
600.0 MHz,14.801,98.359,0.25,3.2,3.0,0.25,0.2,0.998,167.265
600.0 MHz,17.17,86.188,0.25,3.2,3.1,0.2,0.25,0.997,165.247
600.0 MHz,15.335,97.887,0.25,3.2,3.1,0.25,0.2,0.998,166.809
600.0 MHz,17.744,85.938,0.25,3.2,3.2,0.2,0.25,0.997,164.76
600.0 MHz,15.863,97.709,0.25,3.2,3.2,0.25,0.2,0.998,166.359
600.0 MHz,18.321,85.723,0.25,3.2,3.3,0.2,0.25,0.997,164.27
600.0 MHz,16.393,97.548,0.25,3.2,3.3,0.25,0.2,0.998,165.908
600.0 MHz,18.897,85.535,0.25,3.2,3.4,0.2,0.25,0.997,163.782
600.0 MHz,16.922,97.387,0.25,3.2,3.4,0.25,0.2,0.997,165.458
600.0 MHz,19.472,85.361,0.25,3.2,3.5,0.2,0.25,0.997,163.296
600.0 MHz,17.45,97.013,0.25,3.2,3.5,0.25,0.2,0.997,165.009
600.0 MHz,20.05,85.112,0.25,3.2,3.6,0.2,0.25,0.997,162.807
600.0 MHz,17.98,96.797,0.25,3.2,3.6,0.25,0.2,0.997,164.559
600.0 MHz,20.653,86.653,0.25,3.2,3.7,0.2,0.25,0.996,162.298
600.0 MHz,18.515,98.42,0.25,3.2,3.7,0.25,0.2,0.997,164.105
600.0 MHz,21.233,86.506,0.25,3.2,3.8,0.2,0.25,0.996,161.809
600.0 MHz,21.817,86.235,0.25,3.2,3.9,0.2,0.25,0.996,161.317
600.0 MHz,22.388,85.993,0.25,3.2,4.0,0.2,0.25,0.996,160.837
600.0 MHz,22.968,85.871,0.25,3.2,4.1,0.2,0.25,0.996,160.351
600.0 MHz,23.546,85.699,0.25,3.2,4.2,0.2,0.25,0.996,159.866
600.0 MHz,24.127,85.569,0.25,3.2,4.3,0.2,0.25,0.996,159.379
600.0 MHz,24.707,85.449,0.25,3.2,4.4,0.2,0.25,0.996,158.895
600.0 MHz,25.288,85.341,0.25,3.2,4.5,0.2,0.25,0.996,158.41
600.0 MHz,25.866,85.243,0.25,3.2,4.6,0.2,0.25,0.996,157.928
600.0 MHz,26.449,85.069,0.25,3.2,4.7,0.2,0.25,0.996,157.444
600.0 MHz,27.061,86.057,0.25,3.2,4.8,0.2,0.25,0.995,156.935
600.0 MHz,27.633,85.866,0.25,3.2,4.9,0.2,0.3,0.995,156.462
600.0 MHz,24.943,97.391,0.25,3.2,4.9,0.25,0.3,0.996,158.698
600.0 MHz,28.215,85.775,0.25,3.2,5.0,0.2,0.3,0.995,155.98
600.0 MHz,25.482,97.244,0.25,3.2,5.0,0.25,0.3,0.996,158.249
600.0 MHz,14.329,62.174,0.25,3.3,2.0,0.1,0.1,,
600.0 MHz,10.857,88.173,0.25,3.3,2.0,0.2,0.2,0.998,170.64
600.0 MHz,11.428,87.321,0.25,3.3,2.1,0.2,0.2,0.998,170.151
600.0 MHz,13.127,85.763,0.25,3.3,2.4,0.2,0.2,0.998,168.695
600.0 MHz,13.698,85.246,0.25,3.3,2.5,0.2,0.25,0.998,168.207
600.0 MHz,12.153,97.273,0.25,3.3,2.5,0.25,0.2,0.998,169.529
600.0 MHz,14.295,87.839,0.25,3.3,2.6,0.2,0.25,0.998,167.697
600.0 MHz,12.665,101.845,0.25,3.3,2.6,0.25,0.2,0.998,169.09
600.0 MHz,14.873,87.441,0.25,3.3,2.7,0.2,0.25,0.997,167.203
600.0 MHz,13.199,99.878,0.25,3.3,2.7,0.25,0.2,0.998,168.634
600.0 MHz,15.446,87.143,0.25,3.3,2.8,0.2,0.25,0.997,166.715
600.0 MHz,13.726,99.575,0.25,3.3,2.8,0.25,0.2,0.998,168.183
600.0 MHz,16.019,86.936,0.25,3.3,2.9,0.2,0.25,0.997,166.226
600.0 MHz,14.271,98.636,0.25,3.3,2.9,0.25,0.2,0.998,167.717
600.0 MHz,16.6,86.504,0.25,3.3,3.0,0.2,0.25,0.997,165.732
600.0 MHz,14.801,98.359,0.25,3.3,3.0,0.25,0.2,0.998,167.265
600.0 MHz,17.17,86.188,0.25,3.3,3.1,0.2,0.25,0.997,165.247
600.0 MHz,15.335,97.887,0.25,3.3,3.1,0.25,0.2,0.998,166.809
600.0 MHz,17.744,85.938,0.25,3.3,3.2,0.2,0.25,0.997,164.76
600.0 MHz,15.863,97.709,0.25,3.3,3.2,0.25,0.2,0.998,166.359
600.0 MHz,18.321,85.723,0.25,3.3,3.3,0.2,0.25,0.997,164.27
600.0 MHz,16.393,97.548,0.25,3.3,3.3,0.25,0.2,0.998,165.908
600.0 MHz,18.897,85.535,0.25,3.3,3.4,0.2,0.25,0.997,163.782
600.0 MHz,16.922,97.387,0.25,3.3,3.4,0.25,0.2,0.997,165.458
600.0 MHz,19.472,85.361,0.25,3.3,3.5,0.2,0.25,0.997,163.296
600.0 MHz,17.45,97.013,0.25,3.3,3.5,0.25,0.2,0.997,165.009
600.0 MHz,20.05,85.112,0.25,3.3,3.6,0.2,0.25,0.997,162.807
600.0 MHz,17.98,96.797,0.25,3.3,3.6,0.25,0.2,0.997,164.559
600.0 MHz,20.653,86.653,0.25,3.3,3.7,0.2,0.25,0.996,162.298
600.0 MHz,18.515,98.42,0.25,3.3,3.7,0.25,0.2,0.997,164.105
600.0 MHz,21.233,86.506,0.25,3.3,3.8,0.2,0.25,0.996,161.809
600.0 MHz,21.817,86.235,0.25,3.3,3.9,0.2,0.25,0.996,161.317
600.0 MHz,22.388,85.993,0.25,3.3,4.0,0.2,0.25,0.996,160.837
600.0 MHz,22.968,85.871,0.25,3.3,4.1,0.2,0.25,0.996,160.351
600.0 MHz,23.546,85.699,0.25,3.3,4.2,0.2,0.25,0.996,159.866
600.0 MHz,24.127,85.569,0.25,3.3,4.3,0.2,0.25,0.996,159.379
600.0 MHz,24.707,85.449,0.25,3.3,4.4,0.2,0.25,0.996,158.895
600.0 MHz,25.288,85.341,0.25,3.3,4.5,0.2,0.25,0.996,158.41
600.0 MHz,25.866,85.243,0.25,3.3,4.6,0.2,0.25,0.996,157.928
600.0 MHz,26.449,85.069,0.25,3.3,4.7,0.2,0.25,0.996,157.444
600.0 MHz,27.061,86.057,0.25,3.3,4.8,0.2,0.25,0.995,156.935
600.0 MHz,27.633,85.866,0.25,3.3,4.9,0.2,0.3,0.995,156.462
600.0 MHz,24.943,97.391,0.25,3.3,4.9,0.25,0.3,0.996,158.698
600.0 MHz,28.215,85.775,0.25,3.3,5.0,0.2,0.3,0.995,155.98
600.0 MHz,25.482,97.244,0.25,3.3,5.0,0.25,0.3,0.996,158.249
600.0 MHz,14.329,62.174,0.25,3.4,2.0,0.1,0.1,,
600.0 MHz,10.857,88.173,0.25,3.4,2.0,0.2,0.2,0.998,170.64
600.0 MHz,11.428,87.321,0.25,3.4,2.1,0.2,0.2,0.998,170.151
600.0 MHz,11.991,86.62,0.25,3.4,2.2,0.2,0.2,0.998,169.668
600.0 MHz,13.127,85.763,0.25,3.4,2.4,0.2,0.2,0.998,168.695
600.0 MHz,13.698,85.246,0.25,3.4,2.5,0.2,0.25,0.998,168.207
600.0 MHz,12.153,97.273,0.25,3.4,2.5,0.25,0.2,0.998,169.529
600.0 MHz,14.295,87.839,0.25,3.4,2.6,0.2,0.25,0.998,167.697
600.0 MHz,12.665,101.845,0.25,3.4,2.6,0.25,0.2,0.998,169.09
600.0 MHz,14.873,87.441,0.25,3.4,2.7,0.2,0.25,0.997,167.203
600.0 MHz,13.199,99.878,0.25,3.4,2.7,0.25,0.2,0.998,168.634
600.0 MHz,15.446,87.143,0.25,3.4,2.8,0.2,0.25,0.997,166.715
600.0 MHz,13.726,99.575,0.25,3.4,2.8,0.25,0.2,0.998,168.183
600.0 MHz,16.019,86.936,0.25,3.4,2.9,0.2,0.25,0.997,166.226
600.0 MHz,14.271,98.636,0.25,3.4,2.9,0.25,0.2,0.998,167.717
600.0 MHz,16.6,86.504,0.25,3.4,3.0,0.2,0.25,0.997,165.732
600.0 MHz,14.801,98.359,0.25,3.4,3.0,0.25,0.2,0.998,167.265
600.0 MHz,17.17,86.188,0.25,3.4,3.1,0.2,0.25,0.997,165.247
600.0 MHz,15.335,97.887,0.25,3.4,3.1,0.25,0.2,0.998,166.809
600.0 MHz,17.744,85.938,0.25,3.4,3.2,0.2,0.25,0.997,164.76
600.0 MHz,15.863,97.709,0.25,3.4,3.2,0.25,0.2,0.998,166.359
600.0 MHz,18.321,85.723,0.25,3.4,3.3,0.2,0.25,0.997,164.27
600.0 MHz,16.393,97.548,0.25,3.4,3.3,0.25,0.2,0.998,165.908
600.0 MHz,18.897,85.535,0.25,3.4,3.4,0.2,0.25,0.997,163.782
600.0 MHz,16.922,97.387,0.25,3.4,3.4,0.25,0.2,0.997,165.458
600.0 MHz,19.472,85.361,0.25,3.4,3.5,0.2,0.25,0.997,163.296
600.0 MHz,17.45,97.013,0.25,3.4,3.5,0.25,0.2,0.997,165.009
600.0 MHz,20.05,85.112,0.25,3.4,3.6,0.2,0.25,0.997,162.807
600.0 MHz,17.98,96.797,0.25,3.4,3.6,0.25,0.2,0.997,164.559
600.0 MHz,20.653,86.653,0.25,3.4,3.7,0.2,0.25,0.996,162.298
600.0 MHz,18.515,98.42,0.25,3.4,3.7,0.25,0.2,0.997,164.105
600.0 MHz,21.233,86.506,0.25,3.4,3.8,0.2,0.25,0.996,161.809
600.0 MHz,21.817,86.235,0.25,3.4,3.9,0.2,0.25,0.996,161.317
600.0 MHz,22.388,85.993,0.25,3.4,4.0,0.2,0.25,0.996,160.837
600.0 MHz,22.968,85.871,0.25,3.4,4.1,0.2,0.25,0.996,160.351
600.0 MHz,23.546,85.699,0.25,3.4,4.2,0.2,0.25,0.996,159.866
600.0 MHz,24.127,85.569,0.25,3.4,4.3,0.2,0.25,0.996,159.379
600.0 MHz,24.707,85.449,0.25,3.4,4.4,0.2,0.25,0.996,158.895
600.0 MHz,25.288,85.341,0.25,3.4,4.5,0.2,0.25,0.996,158.41
600.0 MHz,25.866,85.243,0.25,3.4,4.6,0.2,0.25,0.996,157.928
600.0 MHz,26.449,85.069,0.25,3.4,4.7,0.2,0.25,0.996,157.444
600.0 MHz,27.061,86.057,0.25,3.4,4.8,0.2,0.25,0.995,156.935
600.0 MHz,27.633,85.866,0.25,3.4,4.9,0.2,0.3,0.995,156.462
600.0 MHz,24.943,97.391,0.25,3.4,4.9,0.25,0.3,0.996,158.698
600.0 MHz,28.215,85.775,0.25,3.4,5.0,0.2,0.3,0.995,155.98
600.0 MHz,25.482,97.244,0.25,3.4,5.0,0.25,0.3,0.996,158.249
600.0 MHz,14.329,62.174,0.25,3.5,2.0,0.1,0.1,,
600.0 MHz,10.857,88.173,0.25,3.5,2.0,0.2,0.2,0.998,170.64
600.0 MHz,11.428,87.321,0.25,3.5,2.1,0.2,0.2,0.998,170.151
600.0 MHz,13.127,85.763,0.25,3.5,2.4,0.2,0.2,0.998,168.695
600.0 MHz,13.698,85.246,0.25,3.5,2.5,0.2,0.25,0.998,168.207
600.0 MHz,12.153,97.273,0.25,3.5,2.5,0.25,0.2,0.998,169.529
600.0 MHz,14.295,87.839,0.25,3.5,2.6,0.2,0.25,0.998,167.697
600.0 MHz,12.665,101.845,0.25,3.5,2.6,0.25,0.2,0.998,169.09
600.0 MHz,14.873,87.441,0.25,3.5,2.7,0.2,0.25,0.997,167.203
600.0 MHz,13.199,99.878,0.25,3.5,2.7,0.25,0.2,0.998,168.634
600.0 MHz,15.446,87.143,0.25,3.5,2.8,0.2,0.25,0.997,166.715
600.0 MHz,13.726,99.575,0.25,3.5,2.8,0.25,0.2,0.998,168.183
600.0 MHz,16.019,86.936,0.25,3.5,2.9,0.2,0.25,0.997,166.226
600.0 MHz,14.271,98.636,0.25,3.5,2.9,0.25,0.2,0.998,167.717
600.0 MHz,16.6,86.504,0.25,3.5,3.0,0.2,0.25,0.997,165.732
600.0 MHz,14.801,98.359,0.25,3.5,3.0,0.25,0.2,0.998,167.265
600.0 MHz,17.17,86.188,0.25,3.5,3.1,0.2,0.25,0.997,165.247
600.0 MHz,15.335,97.887,0.25,3.5,3.1,0.25,0.2,0.998,166.809
600.0 MHz,17.744,85.938,0.25,3.5,3.2,0.2,0.25,0.997,164.76
600.0 MHz,15.863,97.709,0.25,3.5,3.2,0.25,0.2,0.998,166.359
600.0 MHz,18.321,85.723,0.25,3.5,3.3,0.2,0.25,0.997,164.27
600.0 MHz,16.393,97.548,0.25,3.5,3.3,0.25,0.2,0.998,165.908
600.0 MHz,18.897,85.535,0.25,3.5,3.4,0.2,0.25,0.997,163.782
600.0 MHz,16.922,97.387,0.25,3.5,3.4,0.25,0.2,0.997,165.458
600.0 MHz,19.472,85.361,0.25,3.5,3.5,0.2,0.25,0.997,163.296
600.0 MHz,17.45,97.013,0.25,3.5,3.5,0.25,0.2,0.997,165.009
600.0 MHz,20.05,85.112,0.25,3.5,3.6,0.2,0.25,0.997,162.807
600.0 MHz,17.98,96.797,0.25,3.5,3.6,0.25,0.2,0.997,164.559
600.0 MHz,20.653,86.653,0.25,3.5,3.7,0.2,0.25,0.996,162.298
600.0 MHz,18.515,98.42,0.25,3.5,3.7,0.25,0.2,0.997,164.105
600.0 MHz,21.233,86.506,0.25,3.5,3.8,0.2,0.25,0.996,161.809
600.0 MHz,21.817,86.235,0.25,3.5,3.9,0.2,0.25,0.996,161.317
600.0 MHz,22.388,85.993,0.25,3.5,4.0,0.2,0.25,0.996,160.837
600.0 MHz,22.968,85.871,0.25,3.5,4.1,0.2,0.25,0.996,160.351
600.0 MHz,23.546,85.699,0.25,3.5,4.2,0.2,0.25,0.996,159.866
600.0 MHz,24.127,85.569,0.25,3.5,4.3,0.2,0.25,0.996,159.379
600.0 MHz,24.707,85.449,0.25,3.5,4.4,0.2,0.25,0.996,158.895
600.0 MHz,25.288,85.341,0.25,3.5,4.5,0.2,0.25,0.996,158.41
600.0 MHz,25.866,85.243,0.25,3.5,4.6,0.2,0.25,0.996,157.928
600.0 MHz,26.449,85.069,0.25,3.5,4.7,0.2,0.25,0.996,157.444
600.0 MHz,27.061,86.057,0.25,3.5,4.8,0.2,0.25,0.995,156.935
600.0 MHz,27.633,85.866,0.25,3.5,4.9,0.2,0.3,0.995,156.462
600.0 MHz,24.943,97.391,0.25,3.5,4.9,0.25,0.3,0.996,158.698
600.0 MHz,28.215,85.775,0.25,3.5,5.0,0.2,0.3,0.995,155.98
600.0 MHz,25.482,97.244,0.25,3.5,5.0,0.25,0.3,0.996,158.249
600.0 MHz,14.329,62.174,0.25,3.6,2.0,0.1,0.1,,
600.0 MHz,10.857,88.173,0.25,3.6,2.0,0.2,0.2,0.998,170.64
600.0 MHz,11.428,87.321,0.25,3.6,2.1,0.2,0.2,0.998,170.151
600.0 MHz,13.127,85.763,0.25,3.6,2.4,0.2,0.2,0.998,168.695
600.0 MHz,13.698,85.246,0.25,3.6,2.5,0.2,0.25,0.998,168.207
600.0 MHz,12.153,97.273,0.25,3.6,2.5,0.25,0.2,0.998,169.529
600.0 MHz,14.295,87.839,0.25,3.6,2.6,0.2,0.25,0.998,167.697
600.0 MHz,12.665,101.845,0.25,3.6,2.6,0.25,0.2,0.998,169.09
600.0 MHz,14.873,87.441,0.25,3.6,2.7,0.2,0.25,0.997,167.203
600.0 MHz,13.199,99.878,0.25,3.6,2.7,0.25,0.2,0.998,168.634
600.0 MHz,15.446,87.143,0.25,3.6,2.8,0.2,0.25,0.997,166.715
600.0 MHz,13.726,99.575,0.25,3.6,2.8,0.25,0.2,0.998,168.183
600.0 MHz,16.019,86.936,0.25,3.6,2.9,0.2,0.25,0.997,166.226
600.0 MHz,14.271,98.636,0.25,3.6,2.9,0.25,0.2,0.998,167.717
600.0 MHz,16.6,86.504,0.25,3.6,3.0,0.2,0.25,0.997,165.732
600.0 MHz,14.801,98.359,0.25,3.6,3.0,0.25,0.2,0.998,167.265
600.0 MHz,17.17,86.188,0.25,3.6,3.1,0.2,0.25,0.997,165.247
600.0 MHz,15.335,97.887,0.25,3.6,3.1,0.25,0.2,0.998,166.809
600.0 MHz,17.744,85.938,0.25,3.6,3.2,0.2,0.25,0.997,164.76
600.0 MHz,15.863,97.709,0.25,3.6,3.2,0.25,0.2,0.998,166.359
600.0 MHz,18.321,85.723,0.25,3.6,3.3,0.2,0.25,0.997,164.27
600.0 MHz,16.393,97.548,0.25,3.6,3.3,0.25,0.2,0.998,165.908
600.0 MHz,18.897,85.535,0.25,3.6,3.4,0.2,0.25,0.997,163.782
600.0 MHz,16.922,97.387,0.25,3.6,3.4,0.25,0.2,0.997,165.458
600.0 MHz,19.472,85.361,0.25,3.6,3.5,0.2,0.25,0.997,163.296
600.0 MHz,17.45,97.013,0.25,3.6,3.5,0.25,0.2,0.997,165.009
600.0 MHz,20.05,85.112,0.25,3.6,3.6,0.2,0.25,0.997,162.807
600.0 MHz,17.98,96.797,0.25,3.6,3.6,0.25,0.2,0.997,164.559
600.0 MHz,20.653,86.653,0.25,3.6,3.7,0.2,0.25,0.996,162.298
600.0 MHz,18.515,98.42,0.25,3.6,3.7,0.25,0.2,0.997,164.105
600.0 MHz,21.233,86.506,0.25,3.6,3.8,0.2,0.25,0.996,161.809
600.0 MHz,21.817,86.235,0.25,3.6,3.9,0.2,0.25,0.996,161.317
600.0 MHz,22.388,85.993,0.25,3.6,4.0,0.2,0.25,0.996,160.837
600.0 MHz,22.968,85.871,0.25,3.6,4.1,0.2,0.25,0.996,160.351
600.0 MHz,23.546,85.699,0.25,3.6,4.2,0.2,0.25,0.996,159.866
600.0 MHz,24.127,85.569,0.25,3.6,4.3,0.2,0.25,0.996,159.379
600.0 MHz,24.707,85.449,0.25,3.6,4.4,0.2,0.25,0.996,158.895
600.0 MHz,25.288,85.341,0.25,3.6,4.5,0.2,0.25,0.996,158.41
600.0 MHz,25.866,85.243,0.25,3.6,4.6,0.2,0.25,0.996,157.928
600.0 MHz,26.449,85.069,0.25,3.6,4.7,0.2,0.25,0.996,157.444
600.0 MHz,27.061,86.057,0.25,3.6,4.8,0.2,0.25,0.995,156.935
600.0 MHz,27.633,85.866,0.25,3.6,4.9,0.2,0.3,0.995,156.462
600.0 MHz,24.943,97.391,0.25,3.6,4.9,0.25,0.3,0.996,158.698
600.0 MHz,28.215,85.775,0.25,3.6,5.0,0.2,0.3,0.995,155.98
600.0 MHz,25.482,97.244,0.25,3.6,5.0,0.25,0.3,0.996,158.249
600.0 MHz,14.329,62.174,0.25,3.7,2.0,0.1,0.1,,
600.0 MHz,10.857,88.173,0.25,3.7,2.0,0.2,0.2,0.998,170.64
600.0 MHz,11.428,87.321,0.25,3.7,2.1,0.2,0.2,0.998,170.151
600.0 MHz,13.127,85.763,0.25,3.7,2.4,0.2,0.2,0.998,168.695
600.0 MHz,13.698,85.246,0.25,3.7,2.5,0.2,0.25,0.998,168.207
600.0 MHz,12.153,97.273,0.25,3.7,2.5,0.25,0.2,0.998,169.529
600.0 MHz,14.295,87.839,0.25,3.7,2.6,0.2,0.25,0.998,167.697
600.0 MHz,12.665,101.845,0.25,3.7,2.6,0.25,0.2,0.998,169.09
600.0 MHz,14.873,87.441,0.25,3.7,2.7,0.2,0.25,0.997,167.203
600.0 MHz,13.199,99.878,0.25,3.7,2.7,0.25,0.2,0.998,168.634
600.0 MHz,15.446,87.143,0.25,3.7,2.8,0.2,0.25,0.997,166.715
600.0 MHz,13.726,99.575,0.25,3.7,2.8,0.25,0.2,0.998,168.183
600.0 MHz,16.019,86.936,0.25,3.7,2.9,0.2,0.25,0.997,166.226
600.0 MHz,14.271,98.636,0.25,3.7,2.9,0.25,0.2,0.998,167.717
600.0 MHz,16.6,86.504,0.25,3.7,3.0,0.2,0.25,0.997,165.732
600.0 MHz,14.801,98.359,0.25,3.7,3.0,0.25,0.2,0.998,167.265
600.0 MHz,17.17,86.188,0.25,3.7,3.1,0.2,0.25,0.997,165.247
600.0 MHz,15.335,97.887,0.25,3.7,3.1,0.25,0.2,0.998,166.809
600.0 MHz,17.744,85.938,0.25,3.7,3.2,0.2,0.25,0.997,164.76
600.0 MHz,15.863,97.709,0.25,3.7,3.2,0.25,0.2,0.998,166.359
600.0 MHz,18.321,85.723,0.25,3.7,3.3,0.2,0.25,0.997,164.27
600.0 MHz,16.393,97.548,0.25,3.7,3.3,0.25,0.2,0.998,165.908
600.0 MHz,18.897,85.535,0.25,3.7,3.4,0.2,0.25,0.997,163.782
600.0 MHz,16.922,97.387,0.25,3.7,3.4,0.25,0.2,0.997,165.458
600.0 MHz,19.472,85.361,0.25,3.7,3.5,0.2,0.25,0.997,163.296
600.0 MHz,17.45,97.013,0.25,3.7,3.5,0.25,0.2,0.997,165.009
600.0 MHz,20.05,85.112,0.25,3.7,3.6,0.2,0.25,0.997,162.807
600.0 MHz,17.98,96.797,0.25,3.7,3.6,0.25,0.2,0.997,164.559
600.0 MHz,20.653,86.653,0.25,3.7,3.7,0.2,0.25,0.996,162.298
