freq,L,Q,N,L1,L2,W,S,"mag(S(1,1))","phase(S(1,1))"
200.0 MHz,20.774,58.247,0.25,3.0,3.7,0.2,0.25,0.998,174.023
200.0 MHz,18.61,66.115,0.25,3.0,3.7,0.25,0.2,0.999,174.644
200.0 MHz,21.356,58.16,0.25,3.0,3.8,0.2,0.25,0.998,173.855
200.0 MHz,19.153,65.835,0.25,3.0,3.8,0.25,0.2,0.999,174.488
200.0 MHz,21.943,57.986,0.25,3.0,3.9,0.2,0.25,0.998,173.687
200.0 MHz,22.516,57.818,0.25,3.0,4.0,0.2,0.25,0.998,173.522
200.0 MHz,23.098,57.744,0.25,3.0,4.1,0.2,0.25,0.998,173.355
200.0 MHz,23.678,57.638,0.25,3.0,4.2,0.2,0.25,0.998,173.189
200.0 MHz,24.261,57.562,0.25,3.0,4.3,0.2,0.25,0.998,173.022
200.0 MHz,24.842,57.49,0.25,3.0,4.4,0.2,0.25,0.998,172.855
200.0 MHz,25.424,57.427,0.25,3.0,4.5,0.2,0.25,0.998,172.688
200.0 MHz,26.004,57.365,0.25,3.0,4.6,0.2,0.25,0.998,172.521
200.0 MHz,26.588,57.26,0.25,3.0,4.7,0.2,0.25,0.998,172.354
200.0 MHz,27.199,57.918,0.25,3.0,4.8,0.2,0.25,0.998,172.179
200.0 MHz,27.772,57.784,0.25,3.0,4.9,0.2,0.3,0.998,172.015
200.0 MHz,25.051,65.503,0.25,3.0,4.9,0.25,0.3,0.998,172.795
200.0 MHz,28.354,57.731,0.25,3.0,5.0,0.2,0.3,0.998,171.848
200.0 MHz,25.589,65.407,0.25,3.0,5.0,0.25,0.3,0.998,172.64
200.0 MHz,14.454,42.06,0.25,3.1,2.0,0.1,0.1,,
200.0 MHz,10.929,59.181,0.25,3.1,2.0,0.2,0.2,0.999,176.853
200.0 MHz,11.503,58.619,0.25,3.1,2.1,0.2,0.2,0.999,176.688
200.0 MHz,13.214,57.596,0.25,3.1,2.4,0.2,0.2,0.999,176.196
200.0 MHz,13.789,57.268,0.25,3.1,2.5,0.2,0.25,0.999,176.03
200.0 MHz,12.224,65.224,0.25,3.1,2.5,0.25,0.2,0.999,176.481
200.0 MHz,14.386,58.911,0.25,3.1,2.6,0.2,0.25,0.999,175.859
200.0 MHz,12.735,68.322,0.25,3.1,2.6,0.25,0.2,0.999,176.334
200.0 MHz,14.967,58.718,0.25,3.1,2.7,0.2,0.25,0.999,175.692
200.0 MHz,13.272,67.019,0.25,3.1,2.7,0.25,0.2,0.999,176.179
200.0 MHz,15.543,58.532,0.25,3.1,2.8,0.2,0.25,0.999,175.526
200.0 MHz,13.802,66.812,0.25,3.1,2.8,0.25,0.2,0.999,176.027
200.0 MHz,16.12,58.403,0.25,3.1,2.9,0.2,0.25,0.999,175.36
200.0 MHz,14.35,66.189,0.25,3.1,2.9,0.25,0.2,0.999,175.869
200.0 MHz,16.704,58.123,0.25,3.1,3.0,0.2,0.25,0.999,175.192
200.0 MHz,14.882,66.009,0.25,3.1,3.0,0.25,0.2,0.999,175.716
200.0 MHz,17.277,57.907,0.25,3.1,3.1,0.2,0.25,0.999,175.027
200.0 MHz,15.419,65.703,0.25,3.1,3.1,0.25,0.2,0.999,175.561
200.0 MHz,17.854,57.74,0.25,3.1,3.2,0.2,0.25,0.998,174.862
200.0 MHz,15.949,65.581,0.25,3.1,3.2,0.25,0.2,0.999,175.409
200.0 MHz,18.434,57.611,0.25,3.1,3.3,0.2,0.25,0.998,174.695
200.0 MHz,16.482,65.471,0.25,3.1,3.3,0.25,0.2,0.999,175.256
200.0 MHz,19.013,57.494,0.25,3.1,3.4,0.2,0.25,0.998,174.528
200.0 MHz,17.013,65.367,0.25,3.1,3.4,0.25,0.2,0.999,175.103
200.0 MHz,19.59,57.382,0.25,3.1,3.5,0.2,0.25,0.998,174.363
200.0 MHz,17.543,65.135,0.25,3.1,3.5,0.25,0.2,0.999,174.951
200.0 MHz,20.171,57.226,0.25,3.1,3.6,0.2,0.25,0.998,174.196
200.0 MHz,18.076,65.0,0.25,3.1,3.6,0.25,0.2,0.999,174.798
200.0 MHz,20.774,58.247,0.25,3.1,3.7,0.2,0.25,0.998,174.023
200.0 MHz,18.61,66.115,0.25,3.1,3.7,0.25,0.2,0.999,174.644
200.0 MHz,21.356,58.16,0.25,3.1,3.8,0.2,0.25,0.998,173.855
200.0 MHz,21.943,57.986,0.25,3.1,3.9,0.2,0.25,0.998,173.687
200.0 MHz,22.516,57.818,0.25,3.1,4.0,0.2,0.25,0.998,173.522
200.0 MHz,23.098,57.744,0.25,3.1,4.1,0.2,0.25,0.998,173.355
200.0 MHz,23.678,57.638,0.25,3.1,4.2,0.2,0.25,0.998,173.189
200.0 MHz,24.261,57.562,0.25,3.1,4.3,0.2,0.25,0.998,173.022
200.0 MHz,24.842,57.49,0.25,3.1,4.4,0.2,0.25,0.998,172.855
200.0 MHz,25.424,57.427,0.25,3.1,4.5,0.2,0.25,0.998,172.688
200.0 MHz,26.004,57.365,0.25,3.1,4.6,0.2,0.25,0.998,172.521
200.0 MHz,26.588,57.26,0.25,3.1,4.7,0.2,0.25,0.998,172.354
200.0 MHz,27.199,57.918,0.25,3.1,4.8,0.2,0.25,0.998,172.179
200.0 MHz,27.772,57.784,0.25,3.1,4.9,0.2,0.3,0.998,172.015
200.0 MHz,25.051,65.503,0.25,3.1,4.9,0.25,0.3,0.998,172.795
200.0 MHz,28.354,57.731,0.25,3.1,5.0,0.2,0.3,0.998,171.848
200.0 MHz,25.589,65.407,0.25,3.1,5.0,0.25,0.3,0.998,172.64
200.0 MHz,14.454,42.06,0.25,3.2,2.0,0.1,0.1,,
200.0 MHz,10.929,59.181,0.25,3.2,2.0,0.2,0.2,0.999,176.853
200.0 MHz,11.503,58.619,0.25,3.2,2.1,0.2,0.2,0.999,176.688
200.0 MHz,13.214,57.596,0.25,3.2,2.4,0.2,0.2,0.999,176.196
200.0 MHz,13.789,57.268,0.25,3.2,2.5,0.2,0.25,0.999,176.03
200.0 MHz,12.224,65.224,0.25,3.2,2.5,0.25,0.2,0.999,176.481
200.0 MHz,14.386,58.911,0.25,3.2,2.6,0.2,0.25,0.999,175.859
200.0 MHz,12.735,68.322,0.25,3.2,2.6,0.25,0.2,0.999,176.334
200.0 MHz,14.967,58.718,0.25,3.2,2.7,0.2,0.25,0.999,175.692
200.0 MHz,13.272,67.019,0.25,3.2,2.7,0.25,0.2,0.999,176.179
200.0 MHz,15.543,58.532,0.25,3.2,2.8,0.2,0.25,0.999,175.526
200.0 MHz,13.802,66.812,0.25,3.2,2.8,0.25,0.2,0.999,176.027
200.0 MHz,16.12,58.403,0.25,3.2,2.9,0.2,0.25,0.999,175.36
200.0 MHz,14.35,66.189,0.25,3.2,2.9,0.25,0.2,0.999,175.869
200.0 MHz,16.704,58.123,0.25,3.2,3.0,0.2,0.25,0.999,175.192
200.0 MHz,14.882,66.009,0.25,3.2,3.0,0.25,0.2,0.999,175.716
200.0 MHz,17.277,57.907,0.25,3.2,3.1,0.2,0.25,0.999,175.027
200.0 MHz,15.419,65.703,0.25,3.2,3.1,0.25,0.2,0.999,175.561
200.0 MHz,17.854,57.74,0.25,3.2,3.2,0.2,0.25,0.998,174.862
200.0 MHz,15.949,65.581,0.25,3.2,3.2,0.25,0.2,0.999,175.409
200.0 MHz,18.434,57.611,0.25,3.2,3.3,0.2,0.25,0.998,174.695
200.0 MHz,16.482,65.471,0.25,3.2,3.3,0.25,0.2,0.999,175.256
200.0 MHz,19.013,57.494,0.25,3.2,3.4,0.2,0.25,0.998,174.528
200.0 MHz,17.013,65.367,0.25,3.2,3.4,0.25,0.2,0.999,175.103
200.0 MHz,19.59,57.382,0.25,3.2,3.5,0.2,0.25,0.998,174.363
200.0 MHz,17.543,65.135,0.25,3.2,3.5,0.25,0.2,0.999,174.951
200.0 MHz,20.171,57.226,0.25,3.2,3.6,0.2,0.25,0.998,174.196
200.0 MHz,18.076,65.0,0.25,3.2,3.6,0.25,0.2,0.999,174.798
200.0 MHz,20.774,58.247,0.25,3.2,3.7,0.2,0.25,0.998,174.023
200.0 MHz,18.61,66.115,0.25,3.2,3.7,0.25,0.2,0.999,174.644
200.0 MHz,21.356,58.16,0.25,3.2,3.8,0.2,0.25,0.998,173.855
200.0 MHz,21.943,57.986,0.25,3.2,3.9,0.2,0.25,0.998,173.687
200.0 MHz,22.516,57.818,0.25,3.2,4.0,0.2,0.25,0.998,173.522
200.0 MHz,23.098,57.744,0.25,3.2,4.1,0.2,0.25,0.998,173.355
200.0 MHz,23.678,57.638,0.25,3.2,4.2,0.2,0.25,0.998,173.189
200.0 MHz,24.261,57.562,0.25,3.2,4.3,0.2,0.25,0.998,173.022
200.0 MHz,24.842,57.49,0.25,3.2,4.4,0.2,0.25,0.998,172.855
200.0 MHz,25.424,57.427,0.25,3.2,4.5,0.2,0.25,0.998,172.688
200.0 MHz,26.004,57.365,0.25,3.2,4.6,0.2,0.25,0.998,172.521
200.0 MHz,26.588,57.26,0.25,3.2,4.7,0.2,0.25,0.998,172.354
200.0 MHz,27.199,57.918,0.25,3.2,4.8,0.2,0.25,0.998,172.179
200.0 MHz,27.772,57.784,0.25,3.2,4.9,0.2,0.3,0.998,172.015
200.0 MHz,25.051,65.503,0.25,3.2,4.9,0.25,0.3,0.998,172.795
200.0 MHz,28.354,57.731,0.25,3.2,5.0,0.2,0.3,0.998,171.848
200.0 MHz,25.589,65.407,0.25,3.2,5.0,0.25,0.3,0.998,172.64
200.0 MHz,14.454,42.06,0.25,3.3,2.0,0.1,0.1,,
200.0 MHz,10.929,59.181,0.25,3.3,2.0,0.2,0.2,0.999,176.853
200.0 MHz,11.503,58.619,0.25,3.3,2.1,0.2,0.2,0.999,176.688
200.0 MHz,13.214,57.596,0.25,3.3,2.4,0.2,0.2,0.999,176.196
200.0 MHz,13.789,57.268,0.25,3.3,2.5,0.2,0.25,0.999,176.03
200.0 MHz,12.224,65.224,0.25,3.3,2.5,0.25,0.2,0.999,176.481
200.0 MHz,14.386,58.911,0.25,3.3,2.6,0.2,0.25,0.999,175.859
200.0 MHz,12.735,68.322,0.25,3.3,2.6,0.25,0.2,0.999,176.334
200.0 MHz,14.967,58.718,0.25,3.3,2.7,0.2,0.25,0.999,175.692
200.0 MHz,13.272,67.019,0.25,3.3,2.7,0.25,0.2,0.999,176.179
200.0 MHz,15.543,58.532,0.25,3.3,2.8,0.2,0.25,0.999,175.526
200.0 MHz,13.802,66.812,0.25,3.3,2.8,0.25,0.2,0.999,176.027
200.0 MHz,16.12,58.403,0.25,3.3,2.9,0.2,0.25,0.999,175.36
200.0 MHz,14.35,66.189,0.25,3.3,2.9,0.25,0.2,0.999,175.869
200.0 MHz,16.704,58.123,0.25,3.3,3.0,0.2,0.25,0.999,175.192
200.0 MHz,14.882,66.009,0.25,3.3,3.0,0.25,0.2,0.999,175.716
200.0 MHz,17.277,57.907,0.25,3.3,3.1,0.2,0.25,0.999,175.027
200.0 MHz,15.419,65.703,0.25,3.3,3.1,0.25,0.2,0.999,175.561
200.0 MHz,17.854,57.74,0.25,3.3,3.2,0.2,0.25,0.998,174.862
200.0 MHz,15.949,65.581,0.25,3.3,3.2,0.25,0.2,0.999,175.409
200.0 MHz,18.434,57.611,0.25,3.3,3.3,0.2,0.25,0.998,174.695
200.0 MHz,16.482,65.471,0.25,3.3,3.3,0.25,0.2,0.999,175.256
200.0 MHz,19.013,57.494,0.25,3.3,3.4,0.2,0.25,0.998,174.528
200.0 MHz,17.013,65.367,0.25,3.3,3.4,0.25,0.2,0.999,175.103
200.0 MHz,19.59,57.382,0.25,3.3,3.5,0.2,0.25,0.998,174.363
200.0 MHz,17.543,65.135,0.25,3.3,3.5,0.25,0.2,0.999,174.951
200.0 MHz,20.171,57.226,0.25,3.3,3.6,0.2,0.25,0.998,174.196
200.0 MHz,18.076,65.0,0.25,3.3,3.6,0.25,0.2,0.999,174.798
200.0 MHz,20.774,58.247,0.25,3.3,3.7,0.2,0.25,0.998,174.023
200.0 MHz,18.61,66.115,0.25,3.3,3.7,0.25,0.2,0.999,174.644
200.0 MHz,21.356,58.16,0.25,3.3,3.8,0.2,0.25,0.998,173.855
200.0 MHz,21.943,57.986,0.25,3.3,3.9,0.2,0.25,0.998,173.687
200.0 MHz,22.516,57.818,0.25,3.3,4.0,0.2,0.25,0.998,173.522
200.0 MHz,23.098,57.744,0.25,3.3,4.1,0.2,0.25,0.998,173.355
200.0 MHz,23.678,57.638,0.25,3.3,4.2,0.2,0.25,0.998,173.189
200.0 MHz,24.261,57.562,0.25,3.3,4.3,0.2,0.25,0.998,173.022
200.0 MHz,24.842,57.49,0.25,3.3,4.4,0.2,0.25,0.998,172.855
200.0 MHz,25.424,57.427,0.25,3.3,4.5,0.2,0.25,0.998,172.688
200.0 MHz,26.004,57.365,0.25,3.3,4.6,0.2,0.25,0.998,172.521
200.0 MHz,26.588,57.26,0.25,3.3,4.7,0.2,0.25,0.998,172.354
200.0 MHz,27.199,57.918,0.25,3.3,4.8,0.2,0.25,0.998,172.179
200.0 MHz,27.772,57.784,0.25,3.3,4.9,0.2,0.3,0.998,172.015
200.0 MHz,25.051,65.503,0.25,3.3,4.9,0.25,0.3,0.998,172.795
200.0 MHz,28.354,57.731,0.25,3.3,5.0,0.2,0.3,0.998,171.848
200.0 MHz,25.589,65.407,0.25,3.3,5.0,0.25,0.3,0.998,172.64
200.0 MHz,14.454,42.06,0.25,3.4,2.0,0.1,0.1,,
200.0 MHz,10.929,59.181,0.25,3.4,2.0,0.2,0.2,0.999,176.853
200.0 MHz,11.503,58.619,0.25,3.4,2.1,0.2,0.2,0.999,176.688
200.0 MHz,12.07,58.147,0.25,3.4,2.2,0.2,0.2,0.999,176.525
200.0 MHz,13.214,57.596,0.25,3.4,2.4,0.2,0.2,0.999,176.196
200.0 MHz,13.789,57.268,0.25,3.4,2.5,0.2,0.25,0.999,176.03
200.0 MHz,12.224,65.224,0.25,3.4,2.5,0.25,0.2,0.999,176.481
200.0 MHz,14.386,58.911,0.25,3.4,2.6,0.2,0.25,0.999,175.859
200.0 MHz,12.735,68.322,0.25,3.4,2.6,0.25,0.2,0.999,176.334
200.0 MHz,14.967,58.718,0.25,3.4,2.7,0.2,0.25,0.999,175.692
200.0 MHz,13.272,67.019,0.25,3.4,2.7,0.25,0.2,0.999,176.179
200.0 MHz,15.543,58.532,0.25,3.4,2.8,0.2,0.25,0.999,175.526
200.0 MHz,13.802,66.812,0.25,3.4,2.8,0.25,0.2,0.999,176.027
200.0 MHz,16.12,58.403,0.25,3.4,2.9,0.2,0.25,0.999,175.36
200.0 MHz,14.35,66.189,0.25,3.4,2.9,0.25,0.2,0.999,175.869
200.0 MHz,16.704,58.123,0.25,3.4,3.0,0.2,0.25,0.999,175.192
200.0 MHz,14.882,66.009,0.25,3.4,3.0,0.25,0.2,0.999,175.716
200.0 MHz,17.277,57.907,0.25,3.4,3.1,0.2,0.25,0.999,175.027
200.0 MHz,15.419,65.703,0.25,3.4,3.1,0.25,0.2,0.999,175.561
200.0 MHz,17.854,57.74,0.25,3.4,3.2,0.2,0.25,0.998,174.862
200.0 MHz,15.949,65.581,0.25,3.4,3.2,0.25,0.2,0.999,175.409
200.0 MHz,18.434,57.611,0.25,3.4,3.3,0.2,0.25,0.998,174.695
200.0 MHz,16.482,65.471,0.25,3.4,3.3,0.25,0.2,0.999,175.256
200.0 MHz,19.013,57.494,0.25,3.4,3.4,0.2,0.25,0.998,174.528
200.0 MHz,17.013,65.367,0.25,3.4,3.4,0.25,0.2,0.999,175.103
200.0 MHz,19.59,57.382,0.25,3.4,3.5,0.2,0.25,0.998,174.363
200.0 MHz,17.543,65.135,0.25,3.4,3.5,0.25,0.2,0.999,174.951
200.0 MHz,20.171,57.226,0.25,3.4,3.6,0.2,0.25,0.998,174.196
200.0 MHz,18.076,65.0,0.25,3.4,3.6,0.25,0.2,0.999,174.798
200.0 MHz,20.774,58.247,0.25,3.4,3.7,0.2,0.25,0.998,174.023
200.0 MHz,18.61,66.115,0.25,3.4,3.7,0.25,0.2,0.999,174.644
200.0 MHz,21.356,58.16,0.25,3.4,3.8,0.2,0.25,0.998,173.855
200.0 MHz,21.943,57.986,0.25,3.4,3.9,0.2,0.25,0.998,173.687
200.0 MHz,22.516,57.818,0.25,3.4,4.0,0.2,0.25,0.998,173.522
200.0 MHz,23.098,57.744,0.25,3.4,4.1,0.2,0.25,0.998,173.355
200.0 MHz,23.678,57.638,0.25,3.4,4.2,0.2,0.25,0.998,173.189
200.0 MHz,24.261,57.562,0.25,3.4,4.3,0.2,0.25,0.998,173.022
200.0 MHz,24.842,57.49,0.25,3.4,4.4,0.2,0.25,0.998,172.855
200.0 MHz,25.424,57.427,0.25,3.4,4.5,0.2,0.25,0.998,172.688
200.0 MHz,26.004,57.365,0.25,3.4,4.6,0.2,0.25,0.998,172.521
200.0 MHz,26.588,57.26,0.25,3.4,4.7,0.2,0.25,0.998,172.354
200.0 MHz,27.199,57.918,0.25,3.4,4.8,0.2,0.25,0.998,172.179
200.0 MHz,27.772,57.784,0.25,3.4,4.9,0.2,0.3,0.998,172.015
200.0 MHz,25.051,65.503,0.25,3.4,4.9,0.25,0.3,0.998,172.795
200.0 MHz,28.354,57.731,0.25,3.4,5.0,0.2,0.3,0.998,171.848
200.0 MHz,25.589,65.407,0.25,3.4,5.0,0.25,0.3,0.998,172.64
200.0 MHz,14.454,42.06,0.25,3.5,2.0,0.1,0.1,,
200.0 MHz,10.929,59.181,0.25,3.5,2.0,0.2,0.2,0.999,176.853
200.0 MHz,11.503,58.619,0.25,3.5,2.1,0.2,0.2,0.999,176.688
200.0 MHz,13.214,57.596,0.25,3.5,2.4,0.2,0.2,0.999,176.196
200.0 MHz,13.789,57.268,0.25,3.5,2.5,0.2,0.25,0.999,176.03
200.0 MHz,12.224,65.224,0.25,3.5,2.5,0.25,0.2,0.999,176.481
200.0 MHz,14.386,58.911,0.25,3.5,2.6,0.2,0.25,0.999,175.859
200.0 MHz,12.735,68.322,0.25,3.5,2.6,0.25,0.2,0.999,176.334
200.0 MHz,14.967,58.718,0.25,3.5,2.7,0.2,0.25,0.999,175.692
200.0 MHz,13.272,67.019,0.25,3.5,2.7,0.25,0.2,0.999,176.179
200.0 MHz,15.543,58.532,0.25,3.5,2.8,0.2,0.25,0.999,175.526
200.0 MHz,13.802,66.812,0.25,3.5,2.8,0.25,0.2,0.999,176.027
200.0 MHz,16.12,58.403,0.25,3.5,2.9,0.2,0.25,0.999,175.36
200.0 MHz,14.35,66.189,0.25,3.5,2.9,0.25,0.2,0.999,175.869
200.0 MHz,16.704,58.123,0.25,3.5,3.0,0.2,0.25,0.999,175.192
200.0 MHz,14.882,66.009,0.25,3.5,3.0,0.25,0.2,0.999,175.716
200.0 MHz,17.277,57.907,0.25,3.5,3.1,0.2,0.25,0.999,175.027
200.0 MHz,15.419,65.703,0.25,3.5,3.1,0.25,0.2,0.999,175.561
200.0 MHz,17.854,57.74,0.25,3.5,3.2,0.2,0.25,0.998,174.862
200.0 MHz,15.949,65.581,0.25,3.5,3.2,0.25,0.2,0.999,175.409
200.0 MHz,18.434,57.611,0.25,3.5,3.3,0.2,0.25,0.998,174.695
200.0 MHz,16.482,65.471,0.25,3.5,3.3,0.25,0.2,0.999,175.256
200.0 MHz,19.013,57.494,0.25,3.5,3.4,0.2,0.25,0.998,174.528
200.0 MHz,17.013,65.367,0.25,3.5,3.4,0.25,0.2,0.999,175.103
200.0 MHz,19.59,57.382,0.25,3.5,3.5,0.2,0.25,0.998,174.363
200.0 MHz,17.543,65.135,0.25,3.5,3.5,0.25,0.2,0.999,174.951
200.0 MHz,20.171,57.226,0.25,3.5,3.6,0.2,0.25,0.998,174.196
200.0 MHz,18.076,65.0,0.25,3.5,3.6,0.25,0.2,0.999,174.798
200.0 MHz,20.774,58.247,0.25,3.5,3.7,0.2,0.25,0.998,174.023
200.0 MHz,18.61,66.115,0.25,3.5,3.7,0.25,0.2,0.999,174.644
200.0 MHz,21.356,58.16,0.25,3.5,3.8,0.2,0.25,0.998,173.855
200.0 MHz,21.943,57.986,0.25,3.5,3.9,0.2,0.25,0.998,173.687
200.0 MHz,22.516,57.818,0.25,3.5,4.0,0.2,0.25,0.998,173.522
200.0 MHz,23.098,57.744,0.25,3.5,4.1,0.2,0.25,0.998,173.355
200.0 MHz,23.678,57.638,0.25,3.5,4.2,0.2,0.25,0.998,173.189
200.0 MHz,24.261,57.562,0.25,3.5,4.3,0.2,0.25,0.998,173.022
200.0 MHz,24.842,57.49,0.25,3.5,4.4,0.2,0.25,0.998,172.855
200.0 MHz,25.424,57.427,0.25,3.5,4.5,0.2,0.25,0.998,172.688
200.0 MHz,26.004,57.365,0.25,3.5,4.6,0.2,0.25,0.998,172.521
200.0 MHz,26.588,57.26,0.25,3.5,4.7,0.2,0.25,0.998,172.354
200.0 MHz,27.199,57.918,0.25,3.5,4.8,0.2,0.25,0.998,172.179
200.0 MHz,27.772,57.784,0.25,3.5,4.9,0.2,0.3,0.998,172.015
200.0 MHz,25.051,65.503,0.25,3.5,4.9,0.25,0.3,0.998,172.795
200.0 MHz,28.354,57.731,0.25,3.5,5.0,0.2,0.3,0.998,171.848
200.0 MHz,25.589,65.407,0.25,3.5,5.0,0.25,0.3,0.998,172.64
200.0 MHz,14.454,42.06,0.25,3.6,2.0,0.1,0.1,,
200.0 MHz,10.929,59.181,0.25,3.6,2.0,0.2,0.2,0.999,176.853
200.0 MHz,11.503,58.619,0.25,3.6,2.1,0.2,0.2,0.999,176.688
200.0 MHz,13.214,57.596,0.25,3.6,2.4,0.2,0.2,0.999,176.196
200.0 MHz,13.789,57.268,0.25,3.6,2.5,0.2,0.25,0.999,176.03
200.0 MHz,12.224,65.224,0.25,3.6,2.5,0.25,0.2,0.999,176.481
200.0 MHz,14.386,58.911,0.25,3.6,2.6,0.2,0.25,0.999,175.859
200.0 MHz,12.735,68.322,0.25,3.6,2.6,0.25,0.2,0.999,176.334
200.0 MHz,14.967,58.718,0.25,3.6,2.7,0.2,0.25,0.999,175.692
200.0 MHz,13.272,67.019,0.25,3.6,2.7,0.25,0.2,0.999,176.179
200.0 MHz,15.543,58.532,0.25,3.6,2.8,0.2,0.25,0.999,175.526
200.0 MHz,13.802,66.812,0.25,3.6,2.8,0.25,0.2,0.999,176.027
200.0 MHz,16.12,58.403,0.25,3.6,2.9,0.2,0.25,0.999,175.36
200.0 MHz,14.35,66.189,0.25,3.6,2.9,0.25,0.2,0.999,175.869
200.0 MHz,16.704,58.123,0.25,3.6,3.0,0.2,0.25,0.999,175.192
200.0 MHz,14.882,66.009,0.25,3.6,3.0,0.25,0.2,0.999,175.716
200.0 MHz,17.277,57.907,0.25,3.6,3.1,0.2,0.25,0.999,175.027
200.0 MHz,15.419,65.703,0.25,3.6,3.1,0.25,0.2,0.999,175.561
200.0 MHz,17.854,57.74,0.25,3.6,3.2,0.2,0.25,0.998,174.862
200.0 MHz,15.949,65.581,0.25,3.6,3.2,0.25,0.2,0.999,175.409
200.0 MHz,18.434,57.611,0.25,3.6,3.3,0.2,0.25,0.998,174.695
200.0 MHz,16.482,65.471,0.25,3.6,3.3,0.25,0.2,0.999,175.256
200.0 MHz,19.013,57.494,0.25,3.6,3.4,0.2,0.25,0.998,174.528
200.0 MHz,17.013,65.367,0.25,3.6,3.4,0.25,0.2,0.999,175.103
200.0 MHz,19.59,57.382,0.25,3.6,3.5,0.2,0.25,0.998,174.363
200.0 MHz,17.543,65.135,0.25,3.6,3.5,0.25,0.2,0.999,174.951
200.0 MHz,20.171,57.226,0.25,3.6,3.6,0.2,0.25,0.998,174.196
200.0 MHz,18.076,65.0,0.25,3.6,3.6,0.25,0.2,0.999,174.798
200.0 MHz,20.774,58.247,0.25,3.6,3.7,0.2,0.25,0.998,174.023
200.0 MHz,18.61,66.115,0.25,3.6,3.7,0.25,0.2,0.999,174.644
200.0 MHz,21.356,58.16,0.25,3.6,3.8,0.2,0.25,0.998,173.855
200.0 MHz,21.943,57.986,0.25,3.6,3.9,0.2,0.25,0.998,173.687
200.0 MHz,22.516,57.818,0.25,3.6,4.0,0.2,0.25,0.998,173.522
200.0 MHz,23.098,57.744,0.25,3.6,4.1,0.2,0.25,0.998,173.355
200.0 MHz,23.678,57.638,0.25,3.6,4.2,0.2,0.25,0.998,173.189
200.0 MHz,24.261,57.562,0.25,3.6,4.3,0.2,0.25,0.998,173.022
200.0 MHz,24.842,57.49,0.25,3.6,4.4,0.2,0.25,0.998,172.855
200.0 MHz,25.424,57.427,0.25,3.6,4.5,0.2,0.25,0.998,172.688
200.0 MHz,26.004,57.365,0.25,3.6,4.6,0.2,0.25,0.998,172.521
200.0 MHz,26.588,57.26,0.25,3.6,4.7,0.2,0.25,0.998,172.354
200.0 MHz,27.199,57.918,0.25,3.6,4.8,0.2,0.25,0.998,172.179
200.0 MHz,27.772,57.784,0.25,3.6,4.9,0.2,0.3,0.998,172.015
200.0 MHz,25.051,65.503,0.25,3.6,4.9,0.25,0.3,0.998,172.795
200.0 MHz,28.354,57.731,0.25,3.6,5.0,0.2,0.3,0.998,171.848
200.0 MHz,25.589,65.407,0.25,3.6,5.0,0.25,0.3,0.998,172.64
200.0 MHz,14.454,42.06,0.25,3.7,2.0,0.1,0.1,,
200.0 MHz,10.929,59.181,0.25,3.7,2.0,0.2,0.2,0.999,176.853
200.0 MHz,11.503,58.619,0.25,3.7,2.1,0.2,0.2,0.999,176.688
200.0 MHz,13.214,57.596,0.25,3.7,2.4,0.2,0.2,0.999,176.196
200.0 MHz,13.789,57.268,0.25,3.7,2.5,0.2,0.25,0.999,176.03
200.0 MHz,12.224,65.224,0.25,3.7,2.5,0.25,0.2,0.999,176.481
200.0 MHz,14.386,58.911,0.25,3.7,2.6,0.2,0.25,0.999,175.859
200.0 MHz,12.735,68.322,0.25,3.7,2.6,0.25,0.2,0.999,176.334
200.0 MHz,14.967,58.718,0.25,3.7,2.7,0.2,0.25,0.999,175.692
200.0 MHz,13.272,67.019,0.25,3.7,2.7,0.25,0.2,0.999,176.179
200.0 MHz,15.543,58.532,0.25,3.7,2.8,0.2,0.25,0.999,175.526
200.0 MHz,13.802,66.812,0.25,3.7,2.8,0.25,0.2,0.999,176.027
200.0 MHz,16.12,58.403,0.25,3.7,2.9,0.2,0.25,0.999,175.36
200.0 MHz,14.35,66.189,0.25,3.7,2.9,0.25,0.2,0.999,175.869
200.0 MHz,16.704,58.123,0.25,3.7,3.0,0.2,0.25,0.999,175.192
200.0 MHz,14.882,66.009,0.25,3.7,3.0,0.25,0.2,0.999,175.716
200.0 MHz,17.277,57.907,0.25,3.7,3.1,0.2,0.25,0.999,175.027
200.0 MHz,15.419,65.703,0.25,3.7,3.1,0.25,0.2,0.999,175.561
200.0 MHz,17.854,57.74,0.25,3.7,3.2,0.2,0.25,0.998,174.862
200.0 MHz,15.949,65.581,0.25,3.7,3.2,0.25,0.2,0.999,175.409
200.0 MHz,18.434,57.611,0.25,3.7,3.3,0.2,0.25,0.998,174.695
200.0 MHz,16.482,65.471,0.25,3.7,3.3,0.25,0.2,0.999,175.256
200.0 MHz,19.013,57.494,0.25,3.7,3.4,0.2,0.25,0.998,174.528
200.0 MHz,17.013,65.367,0.25,3.7,3.4,0.25,0.2,0.999,175.103
200.0 MHz,19.59,57.382,0.25,3.7,3.5,0.2,0.25,0.998,174.363
200.0 MHz,17.543,65.135,0.25,3.7,3.5,0.25,0.2,0.999,174.951
200.0 MHz,20.171,57.226,0.25,3.7,3.6,0.2,0.25,0.998,174.196
200.0 MHz,18.076,65.0,0.25,3.7,3.6,0.25,0.2,0.999,174.798
200.0 MHz,20.774,58.247,0.25,3.7,3.7,0.2,0.25,0.998,174.023
